CleanBusinessName,BakeryLabel,DisplayName,LocationCount,SourceCategories
pizza pie,0,Pizza Pie,2,amenity=fast_food
pizza prima,0,Pizza Prima,2,amenity=fast_food
pizza ranch,0,Pizza Ranch,2,amenity=fast_food
pizza rapido,0,Pizza Rapido,2,amenity=fast_food
pizza romance,0,Pizza Romance,2,amenity=fast_food
pizza rush,0,Pizza Rush,2,amenity=fast_food | amenity=restaurant
pizza star,0,Pizza Star,2,amenity=fast_food
pizza supremo,0,Pizza Supremo,2,amenity=fast_food
pizza to go,0,Pizza To Go,2,amenity=fast_food
pizza triangle,0,Pizza Triangle,2,amenity=fast_food | amenity=restaurant
pizza workshop,0,Pizza Workshop,2,amenity=restaurant
pizza2go,0,Pizza2go,2,amenity=fast_food
pizzabar,0,PizzaBar,2,amenity=fast_food
pizzaface,0,Pizzaface,2,amenity=restaurant
pizzaholic,0,Pizzaholic,2,amenity=fast_food
pizzaiolo,0,Pizzaiolo,2,amenity=fast_food
pizzamatic,0,Pizzamatic,2,amenity=fast_food
pizzeria pellone,0,Pizzeria Pellone,2,amenity=restaurant
pizzetta,0,Pizzetta,2,amenity=fast_food | amenity=restaurant
pizzetta republic,0,Pizzetta Republic,2,amenity=fast_food | amenity=restaurant
pj s,0,PJ's,2,amenity=cafe | shop=convenience
plaice on the hill,0,Plaice on the Hill,2,amenity=fast_food
planet coffee,0,Planet Coffee,2,amenity=cafe
planet plenty,0,Planet Plenty,2,shop=convenience | shop=supermarket
plates,0,plates,2,amenity=cafe | amenity=restaurant
platform,0,Platform,2,amenity=cafe | amenity=restaurant
plaza uno,0,Plaza Uno,2,amenity=restaurant
please sir,0,Please Sir!,2,amenity=fast_food | amenity=restaurant
pocha,0,Pocha,2,amenity=restaurant
poets corner,0,Poets Corner,2,amenity=cafe
poké shack,0,Poké Shack,2,amenity=fast_food | amenity=restaurant
polanco,0,Polanco,2,amenity=cafe | amenity=restaurant
poli maxx,0,Poli-Maxx,2,shop=convenience | shop=supermarket
polish mini market,0,Polish Mini-market,2,shop=convenience
pollys ices,0,Pollys Ices,2,amenity=fast_food
polomarket,0,POLOmarket,2,shop=convenience | shop=supermarket
polonez,0,Polonez,2,shop=convenience | shop=deli
polpo,0,Polpo,2,amenity=restaurant
polska chata,0,Polska Chata,2,shop=convenience
polski shop,0,Polski Shop,2,shop=convenience | shop=deli
polski smak,0,Polski Smak,2,shop=convenience | shop=deli
polskie smaki,0,Polskie Smaki,2,shop=convenience
pom,0,Pom,2,amenity=cafe
pommy s pizza,0,Pommy's Pizza,2,amenity=fast_food
pompoko,0,Pompoko,2,amenity=restaurant
poncho khana,0,Poncho Khana,2,amenity=fast_food | amenity=restaurant
pond view cafe and tea rooms,0,Pond View Cafe and Tea Rooms,2,amenity=cafe
pool cafe,0,Pool Cafe,2,amenity=cafe
pop,0,Pop,2,amenity=cafe | shop=deli
pop in café,0,Pop-In Café,2,amenity=cafe | amenity=restaurant
pop in shop,0,Pop in Shop,2,shop=convenience
popeyes burgers and pizza,0,Popeyes Burgers And Pizza,2,amenity=fast_food
poplar stores,0,Poplar Stores,2,shop=convenience
poppies,0,Poppies,2,amenity=cafe
poppy s,0,Poppy's,2,amenity=cafe | amenity=restaurant
pops,0,Pops,2,amenity=fast_food
poptata,0,Poptata,2,amenity=fast_food | amenity=restaurant
popti bros,0,Popti Bros,2,amenity=fast_food
popular cafe,0,Popular Cafe,2,amenity=cafe
porky s bbq,0,Porky's BBQ,2,amenity=cafe | amenity=restaurant
port and starboard,0,Port & Starboard,2,amenity=cafe | amenity=fast_food
port of call,0,Port of Call,2,amenity=cafe | amenity=fast_food
porta,0,Porta,2,amenity=restaurant
portland,0,Portland,2,amenity=cafe | amenity=restaurant
portlands,0,Portlands,2,shop=convenience
poseidon,0,Poseidon,2,amenity=fast_food
posh spice,0,Posh Spice,2,amenity=fast_food | amenity=restaurant
positano,0,Positano,2,amenity=restaurant
potato hut,0,Potato Hut,2,amenity=fast_food
potters cafe,0,Potters Cafe,2,amenity=cafe
pottery cafe,0,Pottery Cafe,2,amenity=cafe
pound plus,0,Pound Plus,2,shop=convenience
prashad,0,Prashad,2,amenity=restaurant
premier cafe,0,Premier Cafe,2,amenity=cafe
premier extra convenience store,0,Premier Extra Convenience Store,2,shop=convenience
premier fish,0,Premier Fish,2,amenity=fast_food
premier food and fuel,0,Premier Food and Fuel,2,shop=convenience
premier meats,0,Premier Meats,2,shop=butcher
premier mini mart,0,Premier Mini Mart,2,shop=convenience
premier news food and wine,0,Premier News Food & Wine,2,shop=convenience
premier pizza,0,Premier Pizza,2,amenity=fast_food
premier shop,0,Premier Shop,2,shop=convenience | shop=supermarket
premiere,0,Premiere,2,shop=convenience
premium food and wine,0,Premium Food & Wine,2,shop=convenience
presco,0,Presco,2,shop=convenience
prestige,0,Prestige,2,amenity=cafe | amenity=restaurant
preston village shop,0,Preston Village Shop,2,amenity=cafe | shop=convenience
price check,0,Price Check,2,shop=convenience
price cutter,0,Price Cutter,2,shop=convenience
price cutters,0,Price Cutters,2,shop=convenience | shop=supermarket
pricecutter,0,Pricecutter,2,shop=convenience | shop=supermarket
pricewise,0,Pricewise,2,shop=convenience
pride of india,0,Pride of India,2,amenity=restaurant
prima stella cafe,0,Prima Stella Cafe,2,amenity=cafe
primavista,0,PrimaVista,2,amenity=restaurant
prime cuts,0,Prime Cuts,2,shop=butcher
prime steak and grill,0,Prime Steak and Grill,2,amenity=restaurant
prime supermarket,0,Prime Supermarket,2,shop=convenience
primo,0,Primo,2,amenity=restaurant
princess cafe,0,Princess Cafe,2,amenity=cafe
priory cafe,0,Priory Cafe,2,amenity=cafe
priory fish bar,0,Priory Fish Bar,2,amenity=fast_food
promenade cafe,0,Promenade Cafe,2,amenity=cafe
proper cycling and coffee,0,Proper Cycling & Coffee,2,amenity=cafe
proper pizza,0,Proper Pizza,2,amenity=fast_food | amenity=restaurant
proud sow,0,Proud Sow,2,shop=butcher
proudfoot,0,Proudfoot,2,shop=supermarket
proudly african,0,Proudly African,2,shop=convenience
provenance,0,Provenance,2,amenity=restaurant | shop=butcher
provisions,0,Provisions,2,shop=deli
puccino s deli,0,Puccino's Deli,2,amenity=cafe
pulp kitchen,0,Pulp Kitchen,2,amenity=cafe
pumphrey s coffee,0,Pumphrey's Coffee,2,amenity=cafe
punjab food store,0,Punjab Food Store,2,shop=butcher | shop=convenience
punto,0,Punto,2,amenity=fast_food | amenity=restaurant
purple lounge,0,Purple Lounge,2,amenity=restaurant
purton pizza and grill,0,Purton Pizza And Grill,2,amenity=fast_food
putt in the park,0,Putt in the Park,2,amenity=cafe
q beef noodles,0,Q Beef Noodles,2,amenity=restaurant
quality,0,Quality,2,amenity=restaurant
quality butchers,0,Quality Butchers,2,shop=butcher
quality cafe,0,Quality Cafe,2,amenity=cafe
quality food and wine,0,Quality Food & Wine,2,shop=convenience
quality food store,0,Quality Food Store,2,shop=convenience
quality foods,0,Quality Foods,2,shop=convenience | shop=supermarket
quality halal meat,0,Quality Halal Meat,2,shop=butcher | shop=convenience
quality kebabs,0,Quality Kebabs,2,amenity=fast_food
quattro stagioni,0,Quattro Stagioni,2,amenity=fast_food | amenity=restaurant
quayside,0,Quayside,2,amenity=fast_food | amenity=restaurant
queen of sheba,0,Queen of Sheba,2,amenity=restaurant
queen s,0,Queen's,2,amenity=fast_food | shop=convenience
queen s fish bar,0,Queen's Fish Bar,2,amenity=fast_food
queen s park cafe,0,Queen’s Park Cafe,2,amenity=cafe
queen victoria,0,Queen Victoria,2,amenity=restaurant | shop=convenience
queenies,0,Queenies,2,amenity=cafe | amenity=fast_food
queens cafe,0,Queens Cafe,2,amenity=cafe
queens fish bar,0,Queens Fish Bar,2,amenity=fast_food
queens head,0,Queens Head,2,amenity=cafe | amenity=restaurant
quick kitchen,0,Quick Kitchen,2,amenity=cafe | amenity=fast_food
quick shop,0,Quick Shop,2,shop=convenience
quick snack,0,Quick Snack,2,amenity=fast_food
quinta,0,Quinta,2,amenity=restaurant
quiznos,0,Quiznos,2,amenity=fast_food
quo vadis,0,Quo Vadis,2,amenity=restaurant
r and r,0,R & R,2,amenity=cafe | amenity=restaurant
r martin and son,0,R Martin & Son,2,shop=butcher
r2,0,R2,2,shop=convenience
raavi,0,Raavi,2,amenity=restaurant
rabbit hole,0,Rabbit Hole,2,amenity=cafe
rachel s,0,Rachel's,2,amenity=cafe
rack,0,Rack,2,amenity=fast_food
rack and bone smokehouse and grill,0,"Rack and Bone
Smokehouse and Grill",2,amenity=restaurant
radford s,0,Radford's,2,amenity=fast_food | shop=butcher
raffaello,0,Raffaello,2,amenity=restaurant
raffles,0,Raffles,2,amenity=fast_food | amenity=restaurant
rafikis,0,Rafikis,2,amenity=cafe
rahana 2 butchers,0,Rahana 2 Butchers,2,shop=butcher
railway cafe,0,Railway Cafe,2,amenity=cafe
rainbow pizza,0,Rainbow Pizza,2,amenity=fast_food
rainbow stores,0,Rainbow Stores,2,shop=convenience
rainbowls,0,Rainbowls,2,amenity=cafe
raisway convenience store,0,Raisway Convenience Store,2,shop=convenience
raj cuisine,0,Raj Cuisine,2,amenity=fast_food
raj douth,0,Raj Douth,2,amenity=restaurant
raj food and wine,0,Raj Food & Wine,2,shop=convenience
raj food and wines,0,Raj Food and Wines,2,shop=convenience
raj gate,0,Raj Gate,2,amenity=restaurant
raj meat centre,0,Raj Meat Centre,2,shop=butcher
raj tandoori,0,Raj Tandoori,2,amenity=restaurant
raja s pizza bar,0,Raja's Pizza Bar,2,amenity=fast_food
raja tandoori,0,Raja Tandoori,2,amenity=restaurant
rajah rowing team,0,Rajah Rowing Team,2,amenity=fast_food | amenity=restaurant
rajastan royal,0,Rajastan Royal,2,amenity=fast_food | amenity=restaurant
rajasthan,0,Rajasthan,2,amenity=restaurant
rajdhani,0,Rajdhani,2,amenity=restaurant
rajdoot tandoori,0,Rajdoot Tandoori,2,amenity=restaurant
rajnagar,0,Rajnagar,2,amenity=restaurant
ralph s,0,Ralph's,2,amenity=restaurant
ram convenience store,0,Ram Convenience Store,2,shop=convenience
rama thai,0,Rama Thai,2,amenity=restaurant
ramos,0,Ramos,2,amenity=cafe | amenity=restaurant
rams news,0,Rams News,2,shop=convenience
ramsgate cafe,0,Ramsgate Cafe,2,amenity=cafe | amenity=restaurant
rancho grill,0,Rancho Grill,2,amenity=restaurant
rancho s,0,Rancho's,2,amenity=fast_food
range desserts,0,Range Desserts,2,amenity=fast_food
ranoush juice,0,Ranoush Juice,2,amenity=fast_food | amenity=restaurant
ranya shawarma,0,Ranya Shawarma,2,amenity=fast_food
rasa sayang,0,Rasa Sayang,2,amenity=restaurant
rasheeds,0,Rasheeds,2,amenity=restaurant
rations,0,Rations,2,amenity=fast_food | shop=deli
rayan,0,Rayan,2,amenity=fast_food | shop=convenience
rayu pan asian,0,Rayu Pan-Asian,2,amenity=fast_food | amenity=restaurant
rayyan,0,Rayyan,2,amenity=fast_food | amenity=restaurant
rayyan s,0,Rayyan's,2,amenity=fast_food | shop=convenience
real china,0,Real China,2,amenity=fast_food | amenity=restaurant
real coffee,0,Real Coffee,2,amenity=cafe | amenity=fast_food
rebecca s kitchen,0,Rebecca's Kitchen,2,amenity=cafe | amenity=restaurant
recanto,0,Recanto,2,amenity=restaurant | shop=convenience
red box,0,Red Box,2,amenity=cafe | amenity=fast_food
red chilli indian takeaway,0,Red Chilli Indian Takeaway,2,amenity=fast_food | amenity=restaurant
red chillies,0,Red Chillies,2,amenity=restaurant
red hot mamma,0,Red Hot Mamma,2,amenity=fast_food | amenity=restaurant
red panda,0,Red Panda,2,amenity=restaurant
red peppers,0,Red Peppers,2,amenity=fast_food | amenity=restaurant
red spice,0,Red Spice,2,amenity=fast_food
red star,0,Red Star,2,amenity=fast_food
red sun,0,Red Sun,2,amenity=fast_food | amenity=restaurant
redorange,0,RedOrange,2,shop=convenience
reel fish and chips,0,Reel Fish & Chips,2,amenity=fast_food
reena s,0,Reena's,2,shop=convenience
refillable,0,Refillable,2,shop=convenience
refreshment kiosk,0,Refreshment Kiosk,2,amenity=fast_food
regency,0,Regency,2,amenity=restaurant
regency butchers,0,regency Butchers,2,shop=butcher
regency cafe,0,Regency Cafe,2,amenity=cafe
reggie s,0,Reggie's,2,amenity=restaurant
reggies,0,Reggies,2,amenity=cafe | shop=butcher
ren s kitchen,0,Ren's Kitchen,2,amenity=cafe
rendezvous café,0,Rendezvous Café,2,amenity=cafe
reservoir cafe,0,Reservoir Cafe,2,amenity=cafe
restore,0,Restore,2,amenity=cafe | shop=deli
retreat,0,Retreat,2,amenity=restaurant
retro cafe,0,Retro Cafe,2,amenity=cafe
revive cafe,0,Revive Cafe,2,amenity=cafe
rfc chicken and ribs,0,RFC Chicken and Ribs,2,amenity=fast_food
rhubarb,0,Rhubarb,2,amenity=restaurant
riccardo s,0,Riccardo's,2,amenity=cafe | amenity=restaurant
rice bar,0,Rice Bar,2,amenity=fast_food
rice guys,0,Rice Guys,2,amenity=fast_food | amenity=restaurant
richard s cafe,0,Richard's Cafe,2,amenity=cafe
richborough service station,0,Richborough Service Station,2,shop=convenience
richmonds,0,Richmonds,2,amenity=cafe | shop=butcher
rick s cafe,0,Rick's Cafe,2,amenity=cafe | amenity=restaurant
rick stein,0,Rick Stein,2,amenity=restaurant
ricky s,0,Ricky's,2,amenity=restaurant | shop=convenience
rico libre,0,Rico Libre,2,amenity=restaurant
ricos,0,Ricos,2,amenity=restaurant
riding house,0,Riding House,2,amenity=cafe | amenity=restaurant
right price,0,Right Price,2,shop=convenience
rimjhim,0,Rimjhim,2,amenity=restaurant
ring o bells,0,Ring O'Bells,2,amenity=restaurant | shop=convenience
rise and bloom,0,Rise & Bloom,2,amenity=cafe
rise and shine,0,Rise & Shine,2,amenity=cafe | shop=convenience
ristorante da vinci,0,Ristorante Da Vinci,2,amenity=restaurant
river cafe,0,River Cafe,2,amenity=cafe
river queen,0,River Queen,2,amenity=fast_food
river spice,0,River Spice,2,amenity=restaurant
riverbank burnsall,0,Riverbank Burnsall,2,amenity=cafe
riverhead coffee,0,Riverhead Coffee,2,amenity=cafe
riverside diner,0,Riverside Diner,2,amenity=cafe
riverside fisheries,0,Riverside Fisheries,2,amenity=cafe | amenity=fast_food
riverside store,0,Riverside Store,2,shop=convenience
riverside supermarket,0,Riverside Supermarket,2,shop=convenience | shop=supermarket
riverview cafe,0,Riverview Cafe,2,amenity=cafe
roadhouse cafe,0,Roadhouse Cafe,2,amenity=cafe
roast and greens,0,Roast & Greens,2,amenity=fast_food
roasta,0,Roasta,2,amenity=cafe | amenity=fast_food
roasting plant coffee,0,Roasting Plant coffee,2,amenity=cafe
roberts family butchers,0,Roberts Family Butchers,2,shop=butcher
rocco s,0,Rocco's,2,amenity=fast_food | amenity=restaurant
rock and roe,0,Rock and Roe,2,amenity=fast_food
rocket,0,Rocket,2,amenity=restaurant
rockets and rascals,0,rockets and Rascals,2,amenity=cafe
rockfords,0,Rockfords,2,amenity=fast_food
rocky express,0,Rocky Express,2,amenity=fast_food | shop=convenience
rocky s,0,Rocky's,2,amenity=fast_food | amenity=restaurant
rodizio rico,0,Rodizio Rico,2,amenity=restaurant
rojin,0,Rojin,2,amenity=restaurant | shop=convenience
rokka,0,Rokka,2,amenity=restaurant
roll with it,0,Roll With It,2,amenity=fast_food
roma coffee,0,Roma Coffee,2,amenity=cafe
romanos,0,Romanos,2,amenity=restaurant
romeo pizza,0,Romeo Pizza,2,amenity=fast_food | amenity=restaurant
romeos piri piri,0,Romeos Piri Piri,2,amenity=fast_food
romero,0,Romero,2,amenity=fast_food
rominos,0,Rominos,2,amenity=fast_food
rookery cafe,0,Rookery Cafe,2,amenity=cafe
room for dessert,0,Room for Dessert,2,amenity=fast_food | amenity=restaurant
rooster,0,Rooster,2,amenity=fast_food | amenity=restaurant
rooster s grill,0,Rooster's Grill,2,amenity=fast_food
roosters chicken,0,Roosters Chicken,2,amenity=fast_food
root,0,Root,2,amenity=restaurant
rosanna s,0,Rosanna's,2,amenity=cafe | amenity=restaurant
rosario s,0,Rosario's,2,amenity=fast_food | amenity=restaurant
rosario s cafe,0,Rosario's Cafe,2,amenity=cafe
rose cottage,0,Rose Cottage,2,amenity=cafe | amenity=restaurant
rose garden,0,Rose Garden,2,amenity=restaurant
rose s,0,Rose's,2,amenity=cafe | amenity=fast_food
rose supermarket,0,Rose Supermarket,2,shop=convenience
rosemary,0,Rosemary,2,amenity=cafe | amenity=restaurant
rosetta,0,Rosetta,2,amenity=cafe
rosie lee,0,Rosie Lee,2,amenity=cafe
rosie lee cafe,0,Rosie Lee Cafe,2,amenity=cafe
rosmarino,0,Rosmarino,2,amenity=restaurant
rossi s,0,Rossi's,2,amenity=cafe | amenity=restaurant
rossopomodoro,0,RossoPomodoro,2,amenity=restaurant
rosy lea cafe,0,Rosy Lea Cafe,2,amenity=cafe
rotana,0,Rotana,2,amenity=restaurant
rother grill,0,Rother Grill,2,amenity=fast_food
roti,0,Roti,2,amenity=fast_food | amenity=restaurant
roti and curry junction,0,Roti & Curry Junction,2,amenity=fast_food
rotunda cafe,0,Rotunda Cafe,2,amenity=cafe
rounders,0,Rounders,2,amenity=fast_food
route 66 diner,0,Route 66 Diner,2,amenity=cafe | amenity=restaurant
rox piri piri,0,Rox Piri Piri,2,amenity=fast_food | amenity=restaurant
roxie,0,Roxie,2,amenity=restaurant
roy s,0,Roy's,2,amenity=fast_food
royal balti house,0,Royal Balti House,2,amenity=fast_food | amenity=restaurant
royal chicken and pizza,0,Royal Chicken & Pizza,2,amenity=fast_food | amenity=restaurant
royal fisheries,0,Royal Fisheries,2,amenity=fast_food
royal fried chicken and ribs,0,Royal Fried Chicken & Ribs,2,amenity=fast_food
royal gurkha,0,Royal Gurkha,2,amenity=fast_food | amenity=restaurant
royal harris,0,Royal Harris,2,amenity=restaurant
royal kebab,0,Royal Kebab,2,amenity=fast_food
royal kebab house,0,Royal Kebab House,2,amenity=fast_food
royal masala,0,Royal Masala,2,amenity=restaurant
royal oak,0,Royal Oak,2,amenity=restaurant
royal palace,0,Royal Palace,2,amenity=fast_food | amenity=restaurant
royal saffron,0,Royal Saffron,2,amenity=restaurant
royal shawarma,0,Royal Shawarma,2,amenity=fast_food
royal smokehouse,0,Royal Smokehouse,2,amenity=fast_food | shop=butcher
royal supermarket,0,Royal Supermarket,2,shop=convenience
royal taste,0,Royal Taste,2,amenity=fast_food
royal thai,0,Royal Thai,2,amenity=restaurant
royals,0,Royals,2,amenity=fast_food
royalty,0,Royalty,2,amenity=fast_food | amenity=restaurant
rozafa,0,Rozafa,2,amenity=restaurant
rozana,0,Rozana,2,amenity=fast_food | amenity=restaurant
ruby takeaway,0,Ruby Takeaway,2,amenity=fast_food
ruchita tandoori,0,Ruchita Tandoori,2,amenity=restaurant
rumbletums,0,Rumbletums,2,amenity=fast_food
rumblin tums cafe,0,Rumblin' Tums Cafe,2,amenity=cafe
rumpus,0,Rumpus,2,amenity=fast_food | amenity=restaurant
rupeyal,0,Rupeyal,2,amenity=fast_food
russell s,0,Russell's,2,shop=butcher
russell s fish and chips,0,Russell's Fish & Chips,2,amenity=fast_food | amenity=restaurant
russells cafe,0,Russells Cafe,2,amenity=cafe
rustic café,0,Rustic Café,2,amenity=cafe | amenity=restaurant
rustica,0,Rustica,2,amenity=cafe | amenity=fast_food
rusty s cafe,0,Rusty's Cafe,2,amenity=cafe
ruxley food and wine,0,Ruxley Food & Wine,2,shop=convenience
ryde tandoori,0,Ryde Tandoori,2,amenity=fast_food | amenity=restaurant
rym cafe,0,Rym Cafe,2,amenity=cafe
s and j convenience store,0,S and J Convenience Store,2,shop=convenience
s k food and wine,0,S K Food & Wine,2,shop=convenience | shop=supermarket
s o s coffee,0,S.O.S Coffee,2,amenity=cafe
s80 cafe,0,S80 Cafe,2,amenity=cafe
sa convenience store,0,SA Convenience Store,2,shop=convenience
saba,0,Saba,2,amenity=restaurant
sababa,0,Sababa,2,amenity=cafe | amenity=restaurant
sabar brothers,0,Sabar Brothers,2,shop=convenience | shop=supermarket
sabeeh mini market,0,Sabeeh Mini Market,2,shop=convenience
sabins,0,Sabins,2,amenity=cafe
sabir s grill,0,Sabir's Grill,2,amenity=fast_food | amenity=restaurant
sabor,0,Sabor,2,amenity=restaurant
sabroso,0,Sabroso,2,amenity=fast_food
sabzi,0,Sabzi,2,shop=deli
sacred grounds,0,Sacred Grounds,2,amenity=cafe | amenity=restaurant
sadda superstore,0,Sadda Superstore,2,shop=supermarket
saddlers,0,Saddlers,2,amenity=cafe | amenity=fast_food
safa,0,SAFA,2,amenity=restaurant | shop=convenience
saffrons,0,Saffrons,2,amenity=fast_food | amenity=restaurant
sage kitchen,0,Sage Kitchen,2,amenity=cafe
sahar,0,Sahar,2,amenity=restaurant | shop=supermarket
sai,0,Sai,2,amenity=restaurant | shop=convenience
sai spice,0,Sai Spice,2,amenity=restaurant
saigon,0,Saigon,2,amenity=fast_food | amenity=restaurant
saigon city,0,Saigon City,2,amenity=fast_food | amenity=restaurant
saint kitchen,0,Saint Kitchen,2,amenity=cafe
saints cafe,0,Saints Cafe,2,amenity=cafe
sake sushi,0,Sake sushi,2,amenity=fast_food | amenity=restaurant
sakonis,0,Sakonis,2,amenity=restaurant
sakura japanese restaurant,0,Sakura Japanese Restaurant,2,amenity=restaurant
salad junction,0,Salad Junction,2,amenity=fast_food
